"nodeID","nodeLabel","latitude","longitude","mode","year"
1,"Airport",41.411129366042,-81.8381767157309,"heavy_rail",1968
2,"Brookpark",41.4196240549481,-81.8237535421438,"heavy_rail",1969
3,"Puritas-West 150th",41.4413423059085,-81.8056551308706,"heavy_rail",1968
4,"Triskett",41.4663062519173,-81.7848200600306,"heavy_rail",1958
5,"West Park",41.4568747539036,-81.7927056470908,"heavy_rail",1958
6,"West Boulevard–Cudell",41.4801646999178,-81.75267,"heavy_rail",1955
7,"West 117th–Madison",41.475641154093,-81.7688535104283,"heavy_rail",1955
8,"West 65th–Lorain (Eco-Village)",41.4766248228176,-81.7282767026384,"heavy_rail",1955
9,"West 25th–Ohio City",41.4847009512176,-81.7012445722102,"heavy_rail",1955
10,"Tri-C–Campus District",41.4862844238005,-81.6654881206605,"heavy_rail|light_rail",1930
11,"East 55th",41.4804465622078,-81.6521421788615,"heavy_rail|light_rail",1920
12,"East 79th",41.4859298584859,-81.6333955224085,"heavy_rail",1955
13,"East 105th–Quincy",41.4936460432742,-81.6159198514163,"heavy_rail",1955
14,"Cedar–University",41.4999517054848,-81.6053497771148,"heavy_rail",1955
15,"Little Italy–University Circle",41.5089307120008,-81.6004962729642,"heavy_rail",2015
16,"Superior",41.52323,-81.592027995226,"heavy_rail",1920
17,"Louis Stokes Station at Windermere",41.5305085209594,-81.585029702823,"heavy_rail",1955
18,"Tower City Center",41.4976374256485,-81.6941390936535,"heavy_rail|light_rail",1930
19,"Euclid-East 120th",41.5126968637714,-81.6005120288477,"heavy_rail",1955
20,"Settlers Landing",41.4963818752485,-81.7004605262335,"light_rail",1996
21,"Flats East Bank",41.4994673306866,-81.7036066094777,"light_rail",1996
22,"West 3rd-Stadium",41.5041089573627,-81.699300813076,"light_rail",1999
23,"East 9th-North Coast",41.5064240869468,-81.6942299645313,"light_rail",
24,"South Harbor",41.5092799806644,-81.6882617775707,"light_rail",1996
25,"Amtrak",41.5056149840076,-81.6959784441191,"light_rail",
26,"East 79th",41.480625443694,-81.6335162886636,"light_rail",1920
27,"Buckeye-Woodhill",41.4827010373392,-81.6186811015103,"light_rail",1920
28,"East 116th-St. Luke's",41.4840890269499,-81.6034660953112,"light_rail",1920
29,"Shaker Square",41.4839610558317,-81.5919253680235,"light_rail",1920
30,"Drexmore",41.4815594536107,-81.5876441723448,"light_rail",1948
31,"South Woodland",41.479363166368,-81.5851399448669,"light_rail",1920
32,"Southington",41.4755220694463,-81.5806811365399,"light_rail",1920
33,"Onaway",41.4722756499575,-81.5769576088412,"light_rail",1920
34,"Ashby",41.4684413375361,-81.5725306045347,"light_rail",1920
35,"Lee-Van Aken",41.4665805305468,-81.5653987407293,"light_rail",1920
36,"Avalon",41.4665910617214,-81.5589032804247,"light_rail",1920
37,"Kenmore",41.4666068419074,-81.5530680954598,"light_rail",1920
38,"Lynnfield",41.4666210258482,-81.546503852811,"light_rail",1920
39,"Farnsleigh",41.4666123326491,-81.5403054282858,"light_rail",1930
40,"Warrensville-Van Aken",41.4658790040772,-81.5378759156996,"light_rail",1930
41,"Coventry",41.4832875586317,-81.5843975222069,"light_rail",1913
42,"Southington",41.4824443695305,-81.5776349414659,"light_rail",1913
43,"South Park",41.4817008791668,-81.5719107452492,"light_rail",1913
44,"Lee-Shaker",41.4808919350178,-81.56533860049,"light_rail",1913
45,"Attleboro",41.4788171300926,-81.5581783002614,"light_rail",1913
46,"Eaton",41.4785022852669,-81.5500967819796,"light_rail",1915
47,"Courtland",41.47851,-81.5430721513867,"light_rail",1915
48,"Warrensville-Shaker",41.4785006046298,-81.5369729510752,"light_rail",1928
49,"Belvoir",41.4785328899489,-81.5273835437006,"light_rail",1936
50,"West Green",41.4785415092121,-81.5206184856716,"light_rail",1936
51,"Green Road",41.4785534191424,-81.5178064239835,"light_rail",1936
