"nodeID","nodeLabel","latitude","longitude","mode","year"
1,"中央公園",22.6248596,120.3011477,"heavy_rail",2008
2,"美麗島",22.631231,120.3019048,"heavy_rail",2008
3,"西子灣",22.6220399,120.2737407,"heavy_rail",2008
4,"美麗島",22.6313539,120.3022396,"heavy_rail",2008
5,"文武聖殿",22.6295419,120.2807391,"light_rail",2021
6,"鼓山區公所",22.6360425,120.2826672,"light_rail",2021
7,"哈瑪星",22.621727,120.2759114,"light_rail",2016
8,"壽山公園",22.626508,120.2787159,"light_rail",2021
9,"旅運中心",22.61165,120.2933533,"light_rail",2016
10,"光榮碼頭",22.6166784,120.2931658,"light_rail",2016
11,"真愛碼頭",22.6192724,120.2893872,"light_rail",2016
12,"駁二蓬萊",22.6204817,120.2799541,"light_rail",2016
13,"駁二大義",22.6185129,120.2842191,"light_rail",2016
14,"鼓山",22.6420344,120.2810927,"light_rail",2021
15,"高雄展覽館",22.6101302,120.2979999,"light_rail",2016
16,"軟體園區",22.6056894,120.3008166,"light_rail",2016
17,"經貿園區",22.6009067,120.3026531,"light_rail",2016
18,"前鎮之星",22.5954951,120.3153683,"light_rail",2016
19,"凱旋瑞田",22.5995752,120.3197799,"light_rail",2016
20,"籬仔內",22.6045779,120.324602,"light_rail",2016
21,"凱旋中華",22.593648,120.3105229,"light_rail",2016
22,"夢時代",22.5950106,120.3049269,"light_rail",2016
23,"輕軌機廠",22.6084763,120.3260415,"light_rail",2021
24,"凱旋二聖",22.6125113,120.3271372,"light_rail",2021
25,"凱旋公園",22.62942,120.3228145,"light_rail",2021
26,"衛生局",22.6251691,120.3236382,"light_rail",2021
27,"五權國小",22.6211685,120.3251694,"light_rail",2021
28,"凱旋武昌",22.6168873,120.3268167,"light_rail",2021
29,"馬卡道",22.6470434,120.2814558,"light_rail",2021
30,"台鐵美術館",22.6521108,120.2817633,"light_rail",2021
31,"30824",22.7806663357605,120.301857138273,"heavy_rail",2012
32,"30825",22.7607664640595,120.310854974335,"heavy_rail",2008
33,"30826",22.7536563948807,120.314577556992,"heavy_rail",2008
34,"30827",22.7444369661675,120.317789311619,"heavy_rail",2008
35,"30828",22.7296212942237,120.32096344043,"heavy_rail",2008
36,"30829",22.7223055622264,120.316333979305,"heavy_rail",2008
37,"30830",22.7186354004073,120.307124836043,"heavy_rail",2008
38,"30831",22.7087590722027,120.302330735083,"heavy_rail",2008
39,"30832",22.701874016779,120.302548012559,"heavy_rail",2008
40,"30833",22.68805264213,120.309114331192,"heavy_rail",2008
41,"30834",22.6764747500612,120.306379507983,"heavy_rail",2008
42,"30835",22.6658429628137,120.303399708163,"heavy_rail",2008
43,"30836",22.6571645336247,120.303073935373,"heavy_rail",2008
44,"30837",22.6475982756625,120.303233465078,"heavy_rail",2008
45,"30838",22.6396875663469,120.302700529172,"heavy_rail",2008
46,"30839",22.613903546824,120.304499712766,"heavy_rail",2008
47,"30840",22.6062516528225,120.307792516425,"heavy_rail",2008
48,"30841",22.597159140581,120.315028629862,"heavy_rail",2008
49,"30842",22.5885835178263,120.322240300775,"heavy_rail",2008
50,"30843",22.5808376474559,120.328761589452,"heavy_rail",2008
51,"30844",22.5700322175222,120.342450021306,"heavy_rail",2008
52,"30845",22.5645185554638,120.354140394455,"heavy_rail",2008
53,"30846",22.624286282524,120.284097391697,"heavy_rail",2008
54,"30847",22.6290469247719,120.294529426656,"heavy_rail",2008
55,"30848",22.6308486957781,120.310984329474,"heavy_rail",2008
56,"30849",22.6303290462999,120.31764280134,"heavy_rail",2008
57,"30850",22.6296448379105,120.327678894164,"heavy_rail",2008
58,"30851",22.6274925333085,120.334385514966,"heavy_rail",2008
59,"30852",22.6252606402668,120.340963528009,"heavy_rail",2008
60,"30853",22.6253853950818,120.347901554926,"heavy_rail",2008
61,"30854",22.6261339213638,120.355530381152,"heavy_rail",2008
62,"30855",22.6251636087726,120.363264328951,"heavy_rail",2008
63,"30856",22.6248586519757,120.372075884582,"heavy_rail",2008
64,"30857",22.6223607302902,120.390515096224,"heavy_rail",2008
65,"愛河之心",22.6560135,120.3027326,"light_rail",2022
66,"龍華國小",22.6544509,120.2950571,"light_rail",2022
67,"聯合醫院",22.6547856,120.2910861,"light_rail",2022
68,"美術館",22.6549588,120.2872505,"light_rail",2022
69,"內惟藝術中心",22.6549404,120.2828419,"light_rail",2022
